,No.,Material,Part Name,Storage Bin,Tact,Rack Number,Box 1,Box 2,Box 3,Box 4,Box 5,Recount 1,Recount 2,Recount 3,Recount 4,Recount 5,Status,Verify By,Remark,
,1219,4N0915105G,BATTERY,T5-41,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1220,4M0915524K,BRACKET,T5-42,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1221,4M0915399L,BATTERY COVER,T5-43,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1222,4M0867234AB2O9,"TRIM PANEL,PILLAR A",T5-60,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1223,4M0867244F 2O9,"TRIM PANEL,PILLAR B",T5-61,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1224,4M0867246F 2O9,"TRIM PANEL,PILLAR D",T5-64,05 RHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1225,5WA819805B,REARFOOTWELLAIRDUCT,GT5-24,05 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1226,5WA819806B,REARFOOTWELLAIRDUCT,GT5-25,05 RHS,SEQ RACK,6,,,,,,,,,,Verified,HUZAINE,,
,1227,5H0867233P 4PK,"TRIMPANEL,PILLARA",GT5-26,05 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1228,5H0867234P 4PK,"TRIMPANEL,PILLARA",GT5-27,05 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1229,5H0806239,PLENUM PANEL,GT6-13,06 LHS,SEQ RACK,16,,,,,,,,,,Counted,,,
,1230,5Q0816741C,REFRIGERANT LINE,GT6-14,06 LHS,SEQ RACK,16,,,,,,,,,,Counted,,,
,1231,5WC816738B,REFRIGERANT PIPE,GT6-15,06 LHS,SEQ RACK,16,,,,,,,,,,Counted,,,
,1232,5WA955448,WASHER FLUID RESERVOIR,GT6-16,06 LHS,SEQ RACK,16,,,,,,,,,,Counted,,,
,1233,5WA816743B,REFRIGERANT LINE,GT6-17,06 LHS,SEQ RACK,6,,,,,,,,,,Counted,,,
,1234,4M2816740,REFRIGERANT LINE,T6-20,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1235,4M2819904B,AIR INTAKE,T6-24,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1236,4M2819979B,DRIP RAIL,T6-28,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1237,4M0816738M,REFRIGERANT LINE,T6-29,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1238,4M0955448C,WASHER FLUID RESERVOIR,T6-30,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1239,4M0819523A,PLENUM CHAMBER BULKHEAD,T6-39,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1240,4M2819350,HEATING HOSE,T6-41,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1241,4M0806303H,STRUT,T6-51,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1242,4M0864831AD,"TRIM, DASH PANEL",T6-53,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1243,4M0825621K,"HEAT SHIELD, CROSS PANEL",T6-55,06 LHS,SEQ RACK,3,,,,,,,,,,Counted,,,
,1244,5WA816743C,REFRIGERANTLINE,GT6-34,06 LHS,SEQ RACK,10,,,,,,,,,,Counted,,,
,1245,4P0915089C,BATTERY,T5-7,09 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1246,5WA915418B,CUP,GT9-15,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1247,5Q0129217B,AIR DEFLECTOR,GT9-16,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1248,5WA121407F,EXPANSION TANK,GT9-17,09 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1249,5H0807305F,BUMPER BAR,GT9-46,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1250,4M0806391C,ADAPTER,T9-1,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1251,4M0805645B,ADDITIONAL REINF.,T9-2,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1252,4M0863993F,PLENUM PANEL DAMPING,T9-5,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1253,4M0816741DB,REFRIGERANT LINE,T9-19,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1254,4M0821169B,COVER,T9-21,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1255,4M8819401D,PLENUM PANEL COVER,T9-24,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1256,4M0823723,"SEAL,WATER BOX",T9-25,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1257,4M0121405AG,EXPANSION TANK,T9-27,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1258,4M0802507G,CONNECTING PART,T9-34,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1259,4M0133835G,AIR CLEANER,T9-37,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1260,4M0807329,RETAINING PART,T9-42,09 LHS,SEQ RACK,3,,,,,,,,,,Verified,HAKAM,,
,1261,4M0807309,BUMPER BAR,T9-44,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1262,4M0807453B,GUIDE,T9-46,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1263,4M0807454B,GUIDE,T9-48,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1264,4M0129510H,RAW AIR INDUCTION,T9-49,09 LHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1266,5H6827933G A7C,REARSPOILER,GT9-53,09 LHS,SEQ RACK,1,,,,,,,,,,Verified,HAKAM,,
,1267,5H6827933G C3J,REARSPOILER,GT9-53,09 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1268,5H6827933G Y9T,REARSPOILER,GT9-53,09 LHS,SEQ RACK,1,0,,,,,,,,,Counted,,,Box 2. Correct number 
,1269,5H6827933G T5H,REARSPOILER,GT9-53,09 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1270,5H0809909 D5K,FUELFILLERDOOR,GT9-48,09 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1271,5H0809909 C9A,FUELFILLERDOOR,GT9-48,09 LHS,SEQ RACK,1,,,,,,,,,,Verified,SHAQILA,,
,1272,5H0809909 Y9T,FUELFILLERDOOR,GT9-48,09 LHS,SEQ RACK,1,,,,,,,,,,Verified,HAKAM,,
,1273,5H0809909 C7Q,FUELFILLERDOOR,GT9-48,09 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1274,5H0806929B,CARRIER,GT9-51,09 RHS,SEQ RACK,12,4,,,,,,,,,Counted,,,
,1275,5H0806930B,CARRIER,GT9-52,09 RHS,SEQ RACK,13,3,,,,,,,,,Counted,,,
,1276,5H6827934G 0K1,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1277,5H6827934G A7C,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,2,,,,,,,,,,Verified,HAKAM,,
,1278,5H6827934G C3J,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1279,5H6827934G Y9T,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,2,,,,,,,,,,Verified,HAKAM,,
,1280,5H6827934G T5H,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1281,5H0809909 0K1,FUELFILLERDOOR,GT9-48,09 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1282,5H0809909 A7C,FUELFILLERDOOR,GT9-48,09 RHS,SEQ RACK,2,,,,,,,,,,Verified,HAKAM,,
,1283,5H0809909 C3J,FUELFILLERDOOR,GT9-48,09 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1284,5H0809909 Y9T,FUELFILLERDOOR,GT9-48,09 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1285,5H0809909 T5H,FUELFILLERDOOR,GT9-48,09 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1286,5H2863483A 4PK,"TRIM PANEL,PILLAR A,LWR",GT9-54,09 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1287,5H2863484B 4PK,"TRIM PANEL,PILLAR A,LWR",GT9-55,09 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1288,4M2419753D,STEERING SHAFT,T9-56,09 RHS,SEQ RACK,3,,,,,,,,,,Verified,HAKAM,,
,1289,4M2867272B 4PK,"TRIM PANEL,PILLAR A,LWR",T9-61,09 RHS,SEQ RACK,3,,,,,,,,,,Verified,HAKAM,,
,1290,4M2867271B 4PK,"TRIM PANEL,PILLAR A,LWR",T9-67,09 RHS,SEQ RACK,3,,,,,,,,,,Verified,HAKAM,,
,1291,4M0827933A S9R,REAR SPOILER,T9-77,09 RHS,SEQ RACK,4,,,,,,,,,,Verified,HAKAM,,
,1292,3Q0825235A,SHIELD,GT10-09,10 LHS,SEQ RACK,7,,,,,,,,,,Counted,,,
,1293,5H0805911J,WHEEL HOUSING LINER,GT10-10,10 LHS,SEQ RACK,7,,,,,,,,,,Counted,,,
,1294,5H0805969B,"WHEEL HOUSING LINER,FRONT",GT10-11,10 LHS,SEQ RACK,8,,,,,,,,,,Verified,Faisal,,
,1295,5H0810971D,"WHEEL HOUSING LINER,REAR",GT10-12,10 LHS,SEQ RACK,8,,,,,,,,,,Verified,Nisha,,
,1296,5H0810972D,"WHEEL HOUSING LINER,REAR",GT10-13,10 LHS,SEQ RACK,8,,,,,,,,,,Counted,,,
,1297,5H0853651AR041,RADIATOR GRILLE,GT10-14,10 LHS,SEQ RACK,2,,,,,,,,,,Verified,ANWAR,ANWAR,
,1298,5WA825201H,CD-ENHANCING UNDERBODY PANEL,GT10-15,10 LHS,SEQ RACK,8,,,,,,,,,,Counted,,,
,1299,4M0825213J,DRAG REDUCTION,T10-17,10 LHS,SEQ RACK,4,,,,,,,,,,Verified,SHAQILA,,
,1300,4M0825205AA,CD-ENHANCING UNDERBODY PANEL,T10-20,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1301,4M0825285R,SHIELD,T10-23,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1302,4M0825235BA,SHIELD,T10-27,10 LHS,SEQ RACK,4,,,,,,,,,,Verified,SHAQILA,,
,1303,4M0821171AP,WHEEL HOUSING LINER,T10-32,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1304,4M0821191G,WHEEL HOUSING LINER,T10-34,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1305,4M0853025J S9R,WHEEL TRIM,T10-37,10 LHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1306,4M0810171J,"WHEEL HOUSING LINER,REAR",T10-43,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1307,4M0810172L,"WHEEL HOUSING LINER,REAR",T10-44,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1308,4M0804033G,AIR DUCT ELEMENT,T10-45,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1309,4M0825236AK,SHIELD,T10-47,10 LHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1310,5Q0825230K,"DRAGREDUCTIONCOVERING,TUNNEL",GT10-54,10 LHS,SEQ RACK,10,,,,,,,,,,Counted,,,
,1311,5WA825236C,SHIELD,GT10-55,10 LHS,SEQ RACK,2,,,,,,,,,,Counted,,,
,1312,5H0805911H,WHEELHOUSINGLINER,GT10-56,10 LHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1313,5H0805912K,WHEELHOUSINGLINER,GT10-57,10 LHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1314,5H0805912M,WHEEL HOUSING LINER,GT10-35,10 RHS,SEQ RACK,7,,,,,,,,,,Counted,,,
,1315,5H0805970A,"WHEEL HOUSING LINER,FRONT",GT10-36,10 RHS,SEQ RACK,8,,,,,,,,,,Verified,Faisal,,
,1316,5WA501713,SHIELD,GT10-37,10 RHS,SEQ RACK,9,,,,,,,,,,Counted,,,
,1317,5WA825202H,CD-ENHANCING UNDERBODY PANEL,GT10-38,10 RHS,SEQ RACK,8,,,,,,,,,,Counted,,,
,1318,5WA825102A,CD-ENHANCING UNDERBODY PANEL,GT10-39,10 RHS,SEQ RACK,8,,,,,,,,,,Counted,,,
,1319,4M0807081B 9B9,"COVER,BUMPER",T10-56,10 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1320,4M0825212H,CD-ENHANCING UNDERBODY PANEL,T10-63,10 RHS,SEQ RACK,4,,,,,,,,,,Verified,SHAQILA,,
,1321,4M0825219F,"CD-ENHANCING UNDERBODY PANEL,R",T10-64,10 RHS,SEQ RACK,4,,,,,,,,,,Verified,SHAQILA,,
,1322,4M0825214J,"CD-ENHANCING UNDERBODY PANEL,R",T10-66,10 RHS,SEQ RACK,4,,,,,,,,,,Verified,SHAQILA,,
,1323,4M0825206P,CD-ENHANCING UNDERBODY PANEL,T10-67,10 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1324,4M0821172AG,WHEEL HOUSING LINER,T10-70,10 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1325,4M0821192H,WHEEL HOUSING LINER,T10-71,10 RHS,SEQ RACK,4,,,,,,,,,,Counted,,,
,1326,4M0853026J S9R,WHEEL TRIM,T10-73,10 RHS,SEQ RACK,0,,,,,,,,,,Counted,,,
,1327,5H0853651AS041,RADIATORGRILLE,GT10-63,10 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1328,5H0853651AT041,RADIATORGRILLE,GT10-72,10 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1329,5H6863544A,"TRIM,SPARE WHEEL WELL",GT13-23,13 LHS,SEQ RACK,4,,,,,,,,,,Verified,SHAHRIL,,
,1330,5H6867765D 4PK,"TRIM,WHEEL HOUSINGREAR",GT13-24,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,
,1331,5H6867766D 4PK,"TRIM,WHEEL HOUSINGREAR",GT13-25,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,
,1332,5H6867287B 4PK,"TRIM PANEL,PILLAR C",GT13-26,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,
,1333,4M0863869A,TUNNEL DAMPING,T13-1,13 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1334,4M0867767G 4PK,"TRIM,WHEEL HOUSING REAR",T13-48,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1335,4M0867768G 4PK,"TRIM,WHEEL HOUSING REAR",T13-50,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1336,4M0853369D 4PK,SCUFF PLATE,T13-51,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1337,4M0853370D 4PK,SCUFF PLATE,T13-52,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1338,4M8863075F 24A,TRAY,T13-53,13 LHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1339,5H6867427N CA9,LUGGAGE COMP. SIDE TRIM,GT13-49,13 RHS,SEQ RACK,4,,,,,,,,,,Verified,SHAHRIL,,
,1340,5H0419089QLNID,STEERING WHEEL,GT13-50,13 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHAHRIL,,
,1341,5H6867761 4PK,"SUPPORT, SIDE",GT13-51,13 RHS,SEQ RACK,9,21,,,,9,21,,,,Verified,MEGAT,,
,1342,5H6867762D 4PK,"SUPPORT, SIDE",GT13-52,13 RHS,SEQ RACK,8,21,,,,8,,,,,Verified,MEGAT,,21 pcs transit area
,1343,5H6867288B 4PK,"TRIM PANEL,PILLAR C",GT13-53,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,
,1344,5H6867428H CA9,LUGGAGE COMP. SIDE TRIM,GT13-54,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,5 pcs verify
,1345,5NA880201G XEA,AIRBAG UNIT,GT13-55,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,
,1346,8Y0035465A,BOOSTER,T13-68,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1347,4M0863527K 4PK,SHELF,T13-72,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1348,4M0863528K 4PK,SHELF,T13-73,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1349,4M0863879H HCK,SIDE TRIM PANEL,T13-76,13 RHS,SEQ RACK,1,,,,,1,,,,,Verified,MEGAT,,
,1350,4M0863880C HCK,SIDE TRIM PANEL,T13-86,13 RHS,SEQ RACK,1,,,,,1,,,,,Verified,MEGAT,,
,1351,4M8419091ACQQT,STEERING WHEEL,T13-99,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1352,4M0880201AE6PS,AIRBAG UNIT,T13-101,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1353,5H0864254A,AIRDUCT,GT13-10,13 RHS,SEQ RACK,5,,,,,,,,,,Verified,SHAHRIL,,
,1354,5H0419089QLVDH,STEERINGWHEEL,GT13-62,13 RHS,SEQ RACK,1,,,,,,,,,,Verified,SHAHRIL,,
,1355,5H6867427M CA9,LUGGAGECOMP.SIDETRIM,GT13-64,13 RHS,SEQ RACK,1,,,,,,,,,,Verified,SHAHRIL,,
,1356,5H0419089QTAGD,STEERINGWHEEL,GT13-67,13 RHS,SEQ RACK,1,,,,,,,,,,Verified,SHAHRIL,,
,1357,9Y2864906A,PROTECTIVE LINING,T14-20,14 LHS,SEQ RACK,15,,,,,,,,,,Counted,,,
,1358,5Q0129601CC,AIRFILTER/MUFFLERUNIT,GT14-57,14 LHS,SEQ RACK,1,,,,,,,,,,Verified,HUZAINE,,
,1359,5NA805615,TOWING EYE,GT14-28,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1360,4D0012219A,LUG WRENCH,GT14-29,14 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1361,5Q0011221,CRANK,GT14-30,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1362,5WA129601,AIR FILTER/MUFFLER UNIT,GT14-31,14 RHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1363,5H0012115D,TOOL KIT HOLDER,GT14-32,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1364,5WA011031B,JACK,GT14-33,14 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1365,5H0012115C,TOOL KIT HOLDER,GT14-34,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1366,6C0035621A,SUBWOOFER,GT14-35,14 RHS,SEQ RACK,2,,,,,,,,,,Verified,HUZAINE,,
,1367,6X0012243,PULLER,GT14-37,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1368,5Q0129954F,COVER,GT14-38,14 RHS,SEQ RACK,11,,,,,,,,,,Counted,,,
,1369,5H6867707 4PK,LINING,GT14-39,14 RHS,SEQ RACK,6,,,,,,,,,,Counted,,,
,1370,5H6867601B 4PK,"LINING,TRUNK LID",GT14-40,14 RHS,SEQ RACK,3,,,,,,,,,,Verified,HUZAINE,,
,1371,5H0012021R,TOOL KIT,GT14-41,14 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1372,4M0133849T,"COVER,AIR CLEANER",T14-31,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1373,4M0867839D 2O9,LINING,T14-33,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1374,4M0867607F 4PK,"LINING,TRUNK LID",T14-34,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1375,4M0867608F 4PK,"LINING,TRUNK LID",T14-35,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1376,4M0867606J 4PK,"LINING,TRUNK LID",T14-37,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1377,4M0867974 4PK,"LINING,TRUNK LID",T14-41,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1378,4M0035621L,SUBWOOFER,T14-46,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1379,4M0012021BR,TOOL KIT,T14-50,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1380,4M0012021BG,TOOL KIT,T14-51,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1381,4M0863462Q QA5,LUGGAGE COMPARTM FLOORB COVERING,T14-52,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1382,4M8955405K,WIPER LEVER,T14-55,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1383,4M8955406G,WIPER LEVER,T14-56,14 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1384,000860289C,SMALL PARTS BAG,GT15-02,15 LHS,SEQ RACK,6,,,,,,,,,,Verified,SHAHRIL,,
,1385,1K0601173 9B9,"CAP,WHEEL BOLT",GT15-03,15 LHS,SEQ RACK,96,,,,,,,,,,Verified,SHAHRIL,,
,1386,1K0601173 9B9,"CAP,WHEEL BOLT",GT15-03,15 LHS,SEQ RACK,96,,,,,,,,,,Counted,,,
,1387,5H0601171 FOD,COVER,GT15-05,15 LHS,SEQ RACK,20,,,,,,,,,,Verified,SHAHRIL,,
,1388,5G2863011F IFD,LUGGAGE COMPARTM. MAT,GT15-06,15 LHS,SEQ RACK,4,,,,,,,,,,Verified,SHAHRIL,,
,1389,8Y0012007,BAG,T15-22,15 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1390,4M2863011D JTV,LUGGAGE COMPARTM.,T15-1,15 LHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1391,5H2863012C IFA,LUGGAGECOMPARTM.MAT,GT15-12,15 LHS,SEQ RACK,1,,,,,,,,,,Verified,SHAHRIL,,
,1392,5H0959893 AUD,CAP,GT15-14,15 LHS,SEQ RACK,2,,,,,,,,,,Verified,SHAHRIL,,
,1393,5H2863011D IFG,LUGGAGECOMPARTM.MAT,GT15-13,15 LHS,SEQ RACK,1,,,,,,,,,,Verified,SHAHRIL,,
,1394,5H6863459B 4PK,"COVER,LOCK CARRIER",GT15-07,15 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1395,5H6867769A CA9,TRUNK LID,GT15-08,15 RHS,SEQ RACK,6,,,,,,,,,,Verified,SHAHRIL,,
,1396,4M0863553E 94H,COVER,T15-11,15 RHS,SEQ RACK,6,,,,,,,,,,Counted,,,
,1397,4M0864483P 4PK,"LINING, REAR END",T15-12,15 RHS,SEQ RACK,5,,,,,,,,,,Verified,HUZAINE,,
,1398,4M0864043A,INSULATION,M100-17,M100,SEQ RACK,0,,,,,,,,,,Counted,,,not found - need to check stock placement
,1399,5H2863933C,DAMPING,GT1-34,T0,SEQ RACK,1,,,,,,,,,,Counted,,,
,1400,5H0853493A,ADAPTER,GT10-67,10 RHS,SUMA,19,,,,,,,,,,Verified,SHAQILA,,
,1401,5H0853494A,ADAPTER,GT10-71,10 RHS,SUMA,19,,,,,,,,,,Verified,SHAQILA,,
,1402,5H0853859C 9B9,OUTER SILL COVER,GT10-29,10 RHS,SUMA,25,,,,,,,,,,Counted,,,
,1403,4M0854990A,WHEEL TRIM,T10-51,10 RHS,41,45,,,,,,,,,,Verified,SHAQILA,,
,1404,N 90225901,WASHER,GT8-26,8 RHS,29,963,,,,,,,,,,Verified,SHARIZAL,,
,1405,N 90687001,SPRING CLAMP,GT8-27,8 RHS,29,383,,,,,,,,,,Verified,SHARIZAL,,
,1406,4D0317867A,RUBBER BUSHING,GT8-32,8 RHS,29,108,,,,,,,,,,Verified,SHARIZAL,,
,1407,5H6863544C,"TRIM,SPARE WHEEL WELL",GT13-66,13 RHS,SUMA,1,,,,,,,,,,Verified,SHAHRIL,,
,1408,5G2955405D 03C,WIPER LEVER,GT14-43,14 LHS,SEQ RACK,3,,,,,,,,,,Verified,HUZAINE,,
,1409,5G2955406F 03C,WIPER LEVER,GT14-44,14 LHS,SEQ RACK,3,,,,,,,,,,Verified,HUZAINE,,
,1410,4M0971845BB,BRACKET,T4-90,04 RHS,15,22,,,,,,,,,,Verified,AZWAN,,
,1411,4M0867192,BRACKET,T4-80,04 RHS,15,192,,,,,,,,,,Verified,AZWAN,,
,1412,4M0907911A,BRACKET,T4-86,04 RHS,15,22,30,,,,,,,,,Verified,AZWAN,,30 pcs transit area
,1413,7L0899191,COVER,T4-87,04 RHS,15,210,,,,,,,,,,Verified,AZWAN,,
,1414,N 01508210,HEXAGON FLANGE NUT,T4-29,04 RHS,15,140,,,,,,,,,,Verified,AZWAN,,
,1415,3C06011739B9,"CAP,WHEELBOLT",GT15-01,15 LHS,SEQ RACK,24,,,,,,,,,,Verified,SHAHRIL,,
,1417,4M0863254,BRACKET,T4-60,04 RHS,15,23,,,,,,,,,,Verified,AZWAN,,
,1418,4M0955961B,TUBE,T4-63,04 RHS,15,6,33,,,,,,,,,Verified,AZWAN,,
,1419,N 90286604,BLIND RIVET,T4-59,04 RHS,15,427,,,,,,,,,,Verified,AZWAN,,
,1420,WHT008180,PREV.TORQUE HEX. C LAMP,T4-72,04 RHS,15,9,946,,,,,,,,,Verified,AZWAN,,
,1421,4M0827520,LATCH COVER,T4-61,04 RHS,15,33,,,,,,,,,,Verified,AZWAN,,
,1422,4M0863019BDQA5,FLOOR MAT,T13-42,13 RHS,SUMA,5,2,,,,5,,,,,Verified,MEGAT,,
,1423,4M8857086 4PK,COVER,T13-59,13 RHS,45,27,,,,,27,,,,,Verified,MEGAT,,
,1424,5H6858831A 4PK,MOUNTING BRACKET,GT13-58,13 RHS,SUMA,113,,,,,113,,,,,Verified,MEGAT,,
,1425,5H6858832A 4PK,MOUNTING BRACKET,GT13-59,13 RHS,SUMA,89,,,,,89,,,,,Verified,MEGAT,,
,1426,4M0853742F 716,TYPE SIGN,T01-50,01 RHS,4,50,,,,,,,,,,Verified,BEE,,
,1427,4M0827552C,GAS SPRING,T01-54,01 RHS,4,20,32,,,,,,,,,Verified,BEE,,
,1428,4M0827603,BRACKET,T01-55,01 RHS,4,11,126,,,,,,,,,Verified,BEE,,
,1429,N 90581803,HEXAGON HEAD BOLT WITH WASHER,T01-56,01 RHS,4,4,78,,,,,,,,,Verified,BEE,,78 pcs transit area
,1430,8N0853601A,TRADE MARK,T01-81,01 RHS,4,88,,,,,,,,,,Verified,BEE,,
,1431,4M0863434A,"TRIM,TRAY",T01-77,01 RHS,4,20,,,,,,,,,,Verified,BEE,,
,1432,4M0863951B,FILLER,T1-73,01 RHS,4,10,,,,,,,,,,Verified,BEE,,
,1433,4K0863261,PILLAR B DAMPING,T1-78,01 RHS,4,20,,,,,,,,,,Verified,BEE,,
,1434,4M0614725N,BRAKE LINE,T8-1,08 RHS,SEQ RACK,23,65,,,,,,,,,Verified,Nisha,,
